Temperature,Humidity,Moisture,CO2,Status
38.69,79.06,13.17,404.85,Warning
22.95,56.02,12.32,259.14,Safe
28.71,62.75,14.53,290.06,Safe
24.07,66.5,15.24,340.27,Warning
33.74,59.45,10.32,332.99,Warning
20.55,81.88,15.24,279.36,Warning
39.83,66.88,15.81,429.67,Safe
22.73,60.34,13.89,322.14,Safe
23.52,84.1,19.6,330.93,Critical
20.4,84.38,14.38,292.16,Warning
37.34,86.02,16.65,434.8,Critical
33.15,53.61,13.38,434.28,Warning
24.72,72.84,14.57,259.35,Warning
29.93,53.61,11.32,399.61,Warning
26.59,73.37,14.01,375.69,Safe
38.71,58.72,9.38,388.26,Safe
28.79,60.17,12.57,349.21,Safe
27.49,87.95,16.49,345.16,Critical
33.65,88.53,19.98,506.32,Critical
27.26,78.63,17.65,284.22,Critical
39.34,74.23,16.89,503.81,Critical
33.81,81.55,14.75,420.29,Warning
32.78,78.02,18.02,447.54,Critical
30.7,59.46,11.55,286.01,Warning
38.55,86.72,16.15,536.06,Critical
35.13,61.9,14.54,369.64,Warning
28.78,62.69,14.41,382.96,Safe
25.48,53.2,12.32,315.07,Safe
34.74,87.06,16.41,417.03,Critical
38.37,54.02,8.77,389.31,Warning
27.04,74.08,16.7,391.95,Safe
33.9,80.48,16.94,373.1,Critical
28.87,75.64,12.15,301.46,Safe
26.27,53.29,8.6,308.32,Safe
39.39,83.22,18.22,540.51,Critical
33.72,81.71,15.26,410.04,Critical
25.21,77.5,17.46,387.32,Critical
21.69,64.7,12.3,258.77,Safe
20.41,50.92,10.54,274.72,Safe
24.57,53.56,10.49,260.04,Safe
37.04,51.99,11.11,442.01,Warning
21.78,64.72,15.63,234.73,Warning
35.47,87.13,19.39,450.71,Critical
24.49,58.13,14.3,366.55,Safe
25.32,79.86,15.26,318.51,Warning
24.13,58.62,13.67,345.92,Safe
23.79,57.21,13.2,228.5,Safe
39.52,59.42,11.59,412.88,Critical
33.69,68.33,10.73,331.86,Safe
39.49,65.9,11.45,433.51,Safe
34.72,60.25,9.62,324.7,Warning
26.66,59.39,14.33,417.73,Safe
20.11,70.18,13.32,344.1,Warning
22.64,85.69,14.38,247.0,Warning
23.4,69.71,12.98,293.79,Safe
26.35,71.22,12.09,262.64,Safe
39.57,69.97,16.83,444.81,Warning
38.52,61.32,14.53,475.92,Safe
30.34,67.43,11.48,398.7,Warning
35.27,56.05,13.33,444.54,Safe
21.06,55.94,9.57,184.19,Safe
25.2,78.24,15.27,407.58,Safe
20.82,64.26,14.11,276.38,Warning
22.25,78.79,13.65,266.69,Warning
24.07,61.36,14.28,352.09,Safe
36.45,72.53,15.48,395.88,Warning
30.52,72.83,14.06,307.79,Warning
33.54,85.49,14.25,435.66,Critical
27.88,73.61,17.43,419.87,Warning
20.58,68.41,14.93,277.23,Warning
31.88,50.23,12.86,408.09,Warning
26.5,79.26,17.26,424.48,Critical
24.23,51.95,11.25,270.26,Safe
21.11,52.83,13.28,258.52,Safe
27.98,57.12,14.21,409.33,Safe
20.41,58.33,11.0,243.48,Safe
32.94,88.18,15.56,374.97,Warning
34.72,86.87,19.8,462.76,Critical
27.18,53.84,9.97,273.63,Safe
28.91,65.52,11.71,363.7,Safe
35.13,82.44,17.17,426.61,Critical
28.52,51.62,9.37,326.21,Safe
24.48,77.45,13.42,311.15,Warning
32.59,70.99,12.94,380.58,Safe
26.01,89.37,18.98,323.07,Critical
24.97,67.11,13.83,327.01,Safe
30.27,70.43,13.56,364.85,Warning
27.11,73.42,16.3,275.2,Critical
33.23,57.18,9.53,362.82,Warning
21.67,85.07,15.8,309.65,Warning
29.1,76.81,16.1,333.91,Critical
24.22,53.13,13.52,271.29,Safe
33.47,67.35,10.58,370.79,Warning
23.43,69.08,14.97,368.15,Warning
26.06,82.53,17.21,377.16,Critical
39.26,77.0,17.23,412.77,Critical
22.7,57.63,13.42,325.47,Safe
23.76,51.07,10.1,231.32,Safe
24.84,83.68,18.89,349.02,Critical
21.72,80.79,14.05,274.95,Warning
22.33,86.1,18.65,307.79,Critical
29.7,50.79,9.86,305.12,Warning
31.39,83.35,13.98,305.06,Critical
36.95,67.27,12.95,433.56,Critical
31.92,72.17,13.18,383.1,Warning
30.27,78.98,18.41,459.56,Warning
24.64,52.43,7.6,296.62,Safe
31.07,60.71,13.03,438.11,Safe
29.9,87.56,16.59,413.55,Critical
23.23,79.05,15.63,300.55,Warning
30.15,73.51,15.81,448.03,Warning
22.62,61.74,13.62,367.87,Safe
36.66,76.92,16.79,497.91,Critical
36.0,83.78,17.49,412.64,Critical
34.99,76.68,13.11,367.37,Warning
22.02,66.64,16.29,270.23,Warning
31.14,89.97,17.15,358.88,Critical
23.49,84.38,16.9,368.49,Critical
26.75,54.56,9.27,323.77,Safe
29.73,89.75,19.66,438.7,Warning
37.93,84.14,19.07,491.34,Critical
22.08,52.02,13.08,334.04,Safe
39.25,80.23,18.89,532.01,Critical
32.19,84.34,14.48,404.3,Critical
23.34,54.72,9.18,257.16,Safe
34.57,78.33,17.24,431.64,Critical
37.41,56.17,10.42,477.27,Warning
36.97,67.56,13.01,477.8,Warning
36.7,68.95,12.51,376.95,Safe
27.45,80.19,15.2,376.9,Warning
23.03,80.14,15.56,264.61,Warning
36.04,66.54,12.76,417.6,Critical
35.89,64.47,10.07,352.54,Warning
34.35,70.69,11.56,375.43,Safe
39.64,56.57,8.68,481.27,Critical
38.45,56.04,11.66,519.24,Critical
35.98,85.03,19.84,446.09,Critical
37.72,78.03,17.85,501.9,Critical
26.27,63.77,14.72,400.33,Safe
34.01,67.85,11.8,406.21,Critical
33.04,77.9,17.91,465.0,Critical
28.09,57.89,10.39,258.77,Safe
26.69,79.0,17.24,293.26,Critical
39.84,61.36,9.83,455.84,Critical
26.81,75.43,12.23,391.7,Critical
31.85,59.65,13.57,422.59,Safe
34.64,83.66,15.29,424.05,Critical
20.95,76.04,12.96,241.97,Critical
20.1,63.56,11.13,295.97,Safe
27.01,61.38,13.98,374.38,Safe
33.45,78.57,15.83,373.27,Critical
26.56,73.29,16.6,326.4,Warning
22.93,67.03,12.88,228.46,Warning
37.77,69.05,13.49,424.24,Critical
28.06,72.36,16.14,420.82,Critical
29.98,66.94,13.03,433.92,Warning
34.63,66.68,11.31,403.78,Safe
34.22,55.18,12.26,461.62,Warning
33.89,68.22,10.84,338.19,Critical
27.39,88.07,18.22,350.38,Critical
22.42,72.87,11.82,227.83,Warning
26.1,64.98,11.76,244.28,Safe
22.84,73.58,12.01,351.53,Warning
24.31,82.77,16.49,265.12,Critical
26.97,84.82,16.47,363.74,Critical
31.32,86.01,18.89,403.69,Critical
35.24,70.19,13.8,413.39,Safe
22.98,79.11,13.36,316.56,Warning
32.47,65.49,15.5,376.44,Warning
39.16,85.6,18.54,507.65,Critical
37.32,78.29,16.09,501.04,Critical
34.15,72.44,12.23,412.15,Warning
39.1,71.67,15.88,543.57,Critical
23.79,69.03,16.19,258.1,Critical
23.59,50.76,11.87,254.5,Safe
34.11,85.51,16.77,474.06,Critical
32.14,66.07,10.48,431.72,Warning
26.8,57.22,8.59,315.41,Safe
27.64,53.64,13.61,351.13,Safe
25.71,57.31,13.07,267.13,Safe
39.04,77.14,12.78,528.08,Critical
20.54,52.34,9.81,225.66,Safe
28.26,62.97,11.85,394.29,Safe
21.04,59.58,12.5,230.74,Safe
30.17,70.18,16.73,348.44,Safe
29.3,66.28,13.16,344.0,Safe
38.27,50.74,10.47,448.84,Warning
24.93,72.19,16.15,298.79,Safe
28.92,83.85,16.77,418.31,Critical
27.47,89.41,19.57,378.56,Critical
28.48,86.46,17.0,289.96,Critical
29.29,83.17,15.37,445.28,Warning
21.2,86.87,16.01,252.19,Critical
33.6,89.97,20.05,390.29,Critical
36.81,61.25,10.22,424.65,Warning
26.01,65.81,10.9,256.94,Warning
37.57,58.43,11.71,482.58,Critical
38.91,75.41,17.96,512.14,Critical
25.46,76.49,14.23,279.45,Critical
26.57,86.56,15.11,408.81,Critical
29.53,86.06,18.25,372.66,Warning
35.25,71.53,16.03,456.51,Critical
30.77,85.7,19.04,394.13,Critical
27.06,82.51,18.47,340.22,Critical
23.54,80.72,17.33,243.4,Critical
29.25,87.45,17.16,333.74,Critical
35.17,77.22,16.7,385.84,Critical
36.33,75.01,16.85,402.93,Critical
39.6,88.69,14.96,469.65,Critical
20.14,89.37,18.7,232.65,Critical
25.55,70.01,12.02,266.6,Safe
21.31,55.13,8.42,216.74,Safe
31.4,59.12,11.96,418.96,Safe
36.95,50.92,13.0,462.94,Critical
25.06,72.4,14.2,391.66,Safe
37.08,62.92,14.65,429.15,Warning
33.6,68.66,12.9,441.94,Critical
24.49,61.12,11.74,295.42,Safe
20.1,57.78,9.05,257.74,Safe
20.51,79.5,18.77,286.76,Critical
21.49,60.0,9.99,234.58,Safe
32.52,53.87,10.65,427.74,Critical
35.94,87.4,19.52,416.54,Critical
29.47,88.35,19.67,444.51,Critical
38.87,81.03,16.92,515.56,Critical
32.51,73.16,12.15,315.56,Warning
27.55,85.6,18.28,412.12,Critical
38.38,67.68,12.34,465.69,Warning
22.04,52.23,7.76,315.19,Safe
28.03,74.69,14.4,410.63,Safe
29.07,68.57,13.28,376.33,Safe
26.79,87.5,19.2,356.55,Critical
26.56,57.7,9.16,326.63,Safe
21.35,81.58,14.48,297.61,Warning
32.75,60.25,11.58,421.34,Safe
23.72,55.51,8.37,219.48,Safe
31.69,70.53,15.02,369.24,Safe
22.95,62.35,11.53,266.16,Safe
20.16,73.46,15.76,209.57,Safe
28.44,57.82,9.77,398.61,Safe
26.83,76.71,16.51,427.96,Warning
37.04,72.64,13.54,406.04,Safe
23.25,68.17,15.37,236.1,Safe
38.4,75.55,16.27,460.0,Critical
24.26,69.23,15.46,370.24,Warning
24.11,57.37,14.41,291.2,Safe
21.47,51.2,7.93,220.84,Safe
23.89,73.43,16.28,247.32,Warning
23.98,61.36,10.59,254.67,Safe
23.49,83.9,15.26,262.56,Warning
23.52,60.47,9.7,336.73,Safe
22.74,76.19,17.55,289.29,Critical
26.1,59.61,13.78,355.65,Safe
38.82,89.08,20.8,553.27,Critical
37.57,52.62,8.39,485.51,Warning
23.83,65.13,12.27,315.58,Safe
38.42,80.52,16.63,524.06,Critical
25.88,55.94,9.67,327.86,Safe
25.6,55.06,11.06,324.75,Safe
29.78,79.09,17.53,432.01,Critical
23.35,65.52,15.4,350.68,Warning
29.97,68.57,12.64,342.72,Warning
34.31,69.79,12.57,390.1,Critical
32.99,58.29,14.03,392.38,Warning
27.92,62.24,14.78,364.52,Safe
38.71,64.96,13.3,395.09,Warning
25.9,70.75,12.53,248.23,Warning
28.52,68.7,13.19,399.87,Warning
25.46,50.99,9.85,266.35,Safe
21.52,86.06,15.98,295.38,Warning
30.93,53.13,9.28,312.14,Safe
21.43,51.53,8.51,208.31,Safe
26.58,62.11,14.32,366.77,Safe
25.49,78.23,18.63,427.79,Warning
20.17,61.98,14.33,318.65,Safe
28.08,66.23,13.73,374.3,Warning
33.08,89.57,20.62,492.37,Critical
24.55,78.93,14.05,273.15,Warning
31.74,72.1,14.23,438.85,Warning
35.84,62.52,10.63,454.77,Critical
28.35,67.55,15.63,286.47,Safe
31.55,55.13,13.69,305.5,Warning
26.8,66.77,14.47,324.89,Warning
26.52,50.93,11.9,392.24,Safe
39.54,89.77,18.36,535.06,Critical
38.28,72.96,13.94,433.51,Safe
21.27,65.46,12.94,250.01,Warning
32.78,62.19,10.47,408.13,Warning
20.64,77.56,15.44,233.47,Warning
21.39,88.52,16.41,253.24,Critical
33.19,52.8,7.9,374.37,Warning
23.44,84.39,16.34,261.23,Critical
22.21,71.46,14.16,223.9,Safe
22.6,58.23,11.24,315.75,Safe
29.5,74.15,17.46,396.3,Critical
34.34,68.36,11.88,481.37,Safe
21.28,65.97,15.04,292.14,Warning
29.2,73.05,16.03,338.22,Safe
26.94,83.71,18.5,344.47,Critical
36.47,83.99,16.29,394.88,Critical
32.35,67.28,12.76,412.75,Critical
31.37,65.74,15.82,351.15,Safe
25.48,75.12,13.78,390.31,Critical
34.53,86.09,19.67,429.45,Critical
35.24,54.85,10.18,444.16,Critical
35.33,63.04,12.31,375.29,Critical
20.89,51.07,11.05,292.25,Safe
29.24,63.75,12.15,304.25,Safe
20.21,54.59,13.42,241.54,Safe
34.97,69.39,11.29,413.9,Warning
34.27,67.51,13.33,374.01,Warning
23.41,50.72,7.75,239.91,Safe
30.69,65.63,10.59,402.02,Warning
23.07,64.32,11.16,212.01,Safe
28.84,51.91,11.19,348.01,Safe
33.25,76.4,12.9,427.46,Warning
21.05,50.19,11.67,311.59,Safe
38.58,64.99,11.43,377.57,Safe
20.56,50.58,12.04,294.59,Safe
21.26,88.35,15.25,342.51,Warning
33.28,78.96,13.06,400.1,Warning
26.45,75.07,15.76,412.79,Safe
38.78,54.83,9.25,411.1,Warning
20.3,76.16,12.3,218.54,Warning
21.32,82.6,17.42,279.34,Critical
21.35,58.74,10.56,282.12,Safe
39.66,54.07,11.03,530.24,Critical
23.43,88.36,18.27,402.68,Warning
33.56,88.89,18.94,403.43,Critical
32.71,85.36,15.98,463.25,Warning
21.35,50.71,12.61,268.38,Safe
30.22,79.67,15.95,414.69,Warning
24.65,74.65,17.31,302.47,Critical
28.57,59.74,9.42,274.81,Safe
29.97,58.08,10.87,376.78,Safe
38.47,73.92,17.46,510.28,Warning
22.69,62.7,14.26,224.54,Safe
35.84,66.6,15.2,474.49,Warning
36.94,63.25,11.1,431.19,Critical
39.77,82.06,17.59,441.24,Critical
37.45,70.86,12.27,456.62,Warning
37.4,52.8,8.71,439.05,Warning
38.77,55.02,9.05,440.77,Warning
24.73,53.13,11.98,277.03,Safe
34.43,59.8,10.02,354.24,Warning
25.71,67.93,14.4,292.6,Warning
21.6,88.9,17.17,248.69,Critical
28.83,70.21,15.45,407.2,Warning
20.4,65.26,15.18,321.32,Warning
31.9,56.11,12.58,343.07,Warning
26.12,61.33,12.64,321.34,Safe
26.66,78.59,13.89,402.63,Warning
20.26,70.03,15.36,278.03,Warning
38.81,88.82,17.0,471.43,Critical
32.82,73.53,14.16,325.21,Warning
27.7,72.62,12.69,330.26,Warning
35.43,80.06,15.1,463.26,Warning
33.93,76.04,17.77,465.86,Critical
24.85,51.38,12.15,330.2,Safe
33.53,77.9,16.45,379.36,Critical
29.11,77.24,13.97,377.29,Critical
36.83,50.49,11.72,450.0,Safe
27.95,73.45,17.1,367.97,Warning
37.52,56.63,10.89,460.34,Critical
39.35,76.34,14.56,435.58,Warning
35.05,86.97,19.61,386.03,Critical
31.45,81.9,18.27,368.89,Critical
38.6,65.92,12.03,524.07,Safe
20.03,52.79,11.74,262.99,Safe
33.09,79.32,13.89,380.29,Critical
23.96,57.28,14.15,302.46,Safe
36.29,57.43,8.84,356.34,Warning
35.18,60.37,14.49,409.66,Critical
38.26,54.37,11.69,373.82,Warning
21.71,54.99,8.38,183.75,Safe
24.7,69.41,15.45,245.77,Warning
35.04,50.29,10.55,481.17,Warning
24.22,81.67,15.59,323.36,Warning
39.24,60.63,12.04,493.71,Critical
28.59,64.83,15.31,442.36,Safe
38.82,76.6,14.59,390.31,Warning
37.46,82.25,13.47,501.24,Warning
34.5,85.52,14.94,436.01,Warning
39.02,80.06,14.5,455.01,Warning
30.3,76.41,12.3,386.59,Safe
20.33,64.41,10.16,303.31,Warning
33.56,59.34,11.78,432.77,Warning
26.97,87.56,20.16,366.68,Critical
33.17,77.98,13.2,379.28,Critical
32.14,78.48,17.92,471.2,Critical
35.7,78.67,12.92,421.27,Critical
26.03,76.92,15.68,398.67,Warning
37.93,88.2,17.53,473.46,Critical
24.87,56.82,14.03,350.84,Safe
22.11,89.73,15.12,365.34,Warning
26.53,65.34,11.75,359.12,Warning
39.03,76.82,16.36,539.74,Critical
32.67,69.68,15.71,378.5,Warning
38.64,80.65,16.73,493.09,Critical
27.54,78.7,17.16,342.26,Critical
32.84,72.48,16.63,460.9,Critical
25.18,61.64,10.0,276.24,Safe
31.84,57.53,14.16,400.85,Safe
37.07,88.16,18.09,381.42,Critical
21.24,71.42,16.37,371.03,Safe
35.43,81.9,18.98,389.41,Critical
33.27,73.63,12.37,316.02,Safe
26.32,82.65,15.31,294.77,Warning
33.6,55.9,9.88,424.93,Critical
20.69,62.81,12.58,299.98,Safe
25.47,83.91,17.23,361.82,Critical
24.31,61.66,15.13,248.16,Safe
36.2,56.11,12.52,480.29,Warning
34.01,52.1,12.61,351.79,Warning
29.75,65.67,16.04,403.18,Warning
39.82,71.92,13.41,493.71,Safe
35.15,65.64,13.3,383.29,Critical
38.46,78.04,15.9,399.67,Warning
35.05,73.22,16.47,488.82,Warning
29.15,56.55,9.14,368.55,Warning
37.94,58.39,13.5,398.2,Critical
20.18,79.04,16.26,311.63,Critical
39.77,55.9,13.88,455.44,Warning
38.52,53.84,13.61,401.99,Warning
22.35,70.62,13.15,278.66,Safe
32.54,66.16,10.44,336.14,Safe
26.05,73.85,12.8,363.73,Safe
35.55,84.6,17.82,408.63,Critical
33.06,64.69,10.66,317.12,Safe
32.83,86.34,15.62,420.3,Warning
25.47,79.81,17.73,292.33,Critical
29.68,75.78,14.76,382.03,Warning
26.5,78.55,17.88,360.4,Critical
28.11,78.03,14.97,406.74,Critical
29.77,70.76,14.66,405.2,Safe
35.07,58.3,12.61,352.52,Warning
37.24,77.81,12.59,426.91,Warning
22.46,55.15,9.27,216.74,Safe
31.25,84.06,14.02,459.39,Critical
25.97,88.65,15.76,414.84,Critical
20.0,62.02,15.08,278.51,Safe
35.66,76.37,14.94,443.63,Warning
30.45,89.44,17.0,395.61,Critical
33.76,76.5,12.57,326.33,Critical
25.99,83.31,19.41,373.29,Critical
24.32,64.36,10.64,315.97,Safe
31.0,60.43,12.98,321.03,Warning
21.67,60.17,11.59,305.77,Safe
30.72,52.82,11.96,446.26,Safe
34.29,72.55,15.4,421.73,Warning
28.39,56.14,14.18,344.18,Safe
20.52,74.14,12.29,206.59,Safe
33.68,66.27,12.23,332.19,Safe
35.56,55.85,12.96,384.18,Warning
27.54,88.75,17.02,297.3,Critical
38.51,57.03,12.78,418.05,Safe
21.91,63.96,13.22,250.32,Warning
32.15,85.86,15.2,468.94,Warning
23.61,82.24,17.51,369.85,Critical
31.03,85.28,16.47,407.42,Warning
20.19,70.54,12.04,202.32,Warning
31.35,60.69,14.65,409.02,Warning
34.15,59.96,12.64,437.79,Warning
28.78,64.16,12.64,316.89,Warning
30.41,78.74,18.29,352.15,Critical
38.95,66.26,12.13,384.57,Warning
21.53,59.6,9.48,274.75,Safe
21.69,61.43,14.86,340.54,Safe
20.21,87.94,18.65,364.54,Critical
22.73,69.91,15.09,331.03,Safe
28.11,74.65,17.4,407.45,Critical
28.5,71.37,13.34,430.78,Safe
32.15,88.59,18.77,476.46,Critical
30.47,59.0,9.25,405.26,Warning
39.05,66.91,12.66,433.53,Warning
26.76,77.16,17.42,410.82,Critical
25.8,69.32,12.45,240.61,Warning
24.35,62.19,15.04,341.58,Safe
36.51,51.42,10.06,434.24,Safe
21.15,50.24,9.81,228.29,Safe
22.14,63.99,14.13,276.38,Safe
22.03,69.68,11.44,279.79,Safe
28.21,86.52,14.35,396.96,Safe
24.52,65.81,11.96,293.53,Safe
30.73,60.78,15.09,407.75,Warning
23.24,64.15,12.43,272.03,Safe
22.21,61.4,10.08,259.87,Safe
26.62,51.26,11.25,394.19,Warning
22.38,69.56,13.89,322.33,Safe
26.5,80.58,18.41,357.35,Critical
38.47,83.72,16.08,402.66,Critical
22.16,50.85,8.1,262.1,Safe
35.35,59.46,12.96,393.04,Critical
34.75,67.37,12.21,406.3,Safe
24.95,56.1,11.29,265.86,Safe
35.33,84.57,19.88,412.28,Critical
36.41,57.94,12.83,477.84,Critical
34.61,74.44,13.02,467.98,Critical
32.69,59.18,9.63,301.19,Warning
38.58,67.05,14.11,390.9,Warning
27.61,71.0,15.4,429.92,Safe
26.72,69.17,13.89,359.67,Warning
22.2,64.54,15.57,333.7,Safe
26.4,51.9,7.63,230.49,Safe
34.9,58.48,11.53,472.01,Warning
28.62,60.09,11.97,319.54,Safe
22.23,76.76,16.45,347.82,Critical
26.62,79.65,15.1,386.31,Critical
32.09,59.53,10.56,387.19,Warning
37.74,55.22,12.5,379.16,Warning
31.73,86.49,18.22,358.87,Warning
38.51,53.0,10.88,414.36,Critical
29.48,80.44,16.29,320.84,Critical
23.83,72.02,12.92,363.23,Warning
37.9,67.94,14.89,519.19,Warning
29.66,70.95,16.9,427.64,Warning
31.98,77.87,13.35,313.82,Critical
21.22,88.9,15.92,342.13,Warning
29.9,71.3,14.34,302.7,Warning
35.01,65.37,14.75,407.99,Safe
24.14,50.14,10.46,308.44,Safe
20.18,87.15,17.51,289.96,Critical
34.41,60.35,14.18,382.42,Safe
31.04,56.84,8.64,311.71,Safe
32.79,87.68,16.2,350.18,Critical
37.47,52.06,13.29,519.48,Warning
30.69,50.06,9.1,369.23,Warning
26.49,87.86,19.88,326.55,Critical
22.67,85.93,15.96,384.14,Critical
36.32,82.96,14.91,512.19,Critical
25.12,50.63,11.07,365.43,Safe
38.78,73.33,16.0,497.9,Critical
25.15,75.05,15.64,282.69,Safe
24.41,60.75,12.64,356.54,Safe
35.06,56.23,9.64,435.01,Safe
22.97,69.16,13.81,292.25,Safe
23.78,69.62,15.3,337.91,Safe
26.2,85.41,18.99,386.93,Critical
21.39,52.88,9.05,324.61,Safe
39.41,54.01,10.96,485.18,Warning
32.07,65.12,10.15,423.7,Critical
38.69,55.29,12.68,413.13,Critical
31.99,81.7,13.4,433.57,Critical
34.72,63.54,13.95,369.32,Safe
35.19,85.7,19.03,416.23,Critical
29.58,59.75,12.21,319.64,Safe
20.42,51.78,10.62,193.71,Safe
37.73,66.61,10.33,384.84,Warning
28.54,55.9,12.11,302.09,Safe
37.58,65.39,15.38,504.35,Warning
29.84,89.63,16.27,452.78,Warning
27.15,74.63,12.64,402.43,Safe
37.91,74.18,12.9,448.48,Critical
23.63,67.01,15.76,345.05,Warning
26.97,54.16,13.33,362.23,Safe
38.66,82.43,17.75,407.57,Critical
20.04,87.32,15.36,302.14,Warning
26.41,65.62,14.45,382.04,Warning
36.29,54.53,10.47,451.52,Warning
21.81,89.79,16.05,279.95,Critical
26.39,66.95,14.55,322.88,Warning
22.76,87.76,20.08,309.31,Critical
30.99,71.55,14.27,387.04,Safe
27.69,73.24,14.18,360.26,Safe
34.06,59.41,8.9,464.12,Warning
27.25,68.96,11.59,268.08,Warning
27.22,83.97,18.47,306.85,Critical
29.21,83.41,16.99,446.06,Warning
24.85,83.11,13.96,260.35,Warning
39.24,78.16,14.9,391.12,Warning
27.43,78.06,16.59,289.05,Critical
36.75,84.82,14.15,416.69,Critical
24.9,50.5,12.09,296.09,Safe
35.31,68.79,11.6,415.49,Safe
29.4,78.9,15.44,394.38,Warning
25.74,56.24,13.53,250.19,Safe
35.02,70.13,11.09,458.88,Critical
38.96,68.17,14.9,425.39,Critical
30.04,78.37,15.22,321.59,Warning
30.43,89.12,15.57,336.05,Critical
21.12,65.69,15.07,362.71,Safe
36.33,68.74,12.63,449.15,Safe
23.3,82.13,17.31,270.71,Critical
22.17,53.11,11.24,333.36,Safe
20.56,61.29,12.51,198.6,Safe
31.94,80.26,14.91,402.22,Critical
38.58,59.61,9.43,444.17,Warning
31.27,81.61,13.6,351.03,Safe
20.17,64.27,11.55,243.15,Safe
26.29,65.63,12.26,264.92,Safe
26.63,85.86,17.19,352.6,Critical
35.5,50.95,11.97,411.16,Warning
25.8,56.06,10.99,374.58,Safe
21.87,78.74,18.05,358.15,Critical
33.08,80.75,14.12,475.59,Warning
28.95,55.25,9.8,358.26,Safe
38.8,51.6,11.6,475.26,Warning
24.18,74.42,12.33,247.83,Warning
21.95,50.6,11.72,247.63,Safe
37.35,81.9,18.75,467.08,Critical
29.1,56.79,10.13,272.56,Warning
27.07,52.85,11.83,323.57,Safe
39.72,89.14,19.41,484.98,Critical
38.48,87.59,20.35,484.67,Critical
27.27,61.47,11.75,350.6,Safe
33.61,67.63,13.6,424.04,Safe
27.47,77.29,15.49,314.2,Warning
37.51,77.3,16.18,479.02,Critical
34.82,59.79,13.89,338.92,Warning
37.06,61.63,10.28,405.88,Warning
24.46,84.97,18.01,310.48,Critical
29.37,71.4,16.19,312.11,Warning
34.64,86.7,19.87,488.66,Critical
23.99,63.15,11.53,376.98,Warning
24.25,79.65,13.62,303.33,Warning
30.9,87.94,15.46,340.46,Critical
20.63,74.04,14.09,346.58,Warning
35.79,89.14,16.11,392.29,Critical
20.46,80.34,15.61,242.98,Warning
23.52,55.67,9.78,217.17,Safe
37.48,68.06,13.13,394.71,Safe
23.68,52.15,12.8,289.37,Safe
39.27,61.88,10.57,516.26,Safe
29.51,77.55,13.47,393.92,Safe
38.25,72.81,16.5,474.75,Critical
21.56,76.72,16.04,267.6,Warning
20.28,85.86,19.77,301.56,Critical
26.33,81.68,17.38,312.25,Critical
34.45,89.53,20.57,504.51,Critical
32.69,75.56,15.58,330.64,Critical
28.4,71.84,12.36,326.21,Warning
24.2,57.65,12.61,377.87,Safe
27.41,64.55,11.72,301.81,Safe
33.99,75.96,14.93,400.21,Warning
36.56,67.03,16.25,420.58,Critical
29.18,64.92,13.3,304.33,Warning
27.63,83.8,17.89,355.75,Critical
25.66,74.82,17.51,401.27,Warning
36.12,54.15,11.73,438.45,Safe
22.07,80.0,16.74,311.56,Critical
32.67,70.13,15.86,432.83,Safe
24.24,81.08,16.53,263.37,Critical
37.13,88.02,16.71,501.85,Critical
29.28,86.32,18.13,428.99,Warning
20.15,64.99,11.34,223.58,Warning
26.15,86.11,19.68,387.63,Critical
38.0,66.58,10.41,376.59,Safe
36.82,70.76,15.6,417.0,Warning
39.18,89.71,16.39,549.51,Critical
23.85,75.78,17.13,372.36,Warning
22.58,75.45,17.95,263.34,Warning
30.35,67.5,11.1,407.19,Safe
32.63,81.37,18.33,438.32,Critical
25.2,72.12,17.12,290.2,Warning
20.51,50.46,11.71,208.14,Safe
32.36,71.75,17.18,420.99,Critical
34.85,55.22,10.77,423.39,Safe
23.73,76.1,13.55,256.06,Warning
34.53,82.28,15.72,385.58,Critical
25.5,87.4,18.24,368.34,Critical
31.59,54.14,10.58,384.14,Safe
22.84,60.48,10.18,211.68,Safe
36.89,86.51,15.55,382.76,Critical
28.27,69.46,14.65,309.6,Warning
27.51,62.54,14.96,399.27,Safe
25.98,86.15,18.19,371.74,Critical
37.1,54.69,9.99,396.44,Critical
32.0,50.2,10.17,331.57,Safe
23.86,51.18,7.37,277.33,Safe
23.05,84.67,14.62,258.31,Warning
26.55,58.79,13.12,401.48,Warning
25.47,57.97,9.15,333.74,Safe
33.04,68.68,15.59,398.12,Safe
38.45,60.0,10.19,490.82,Critical
25.62,65.71,13.64,367.03,Warning
23.31,58.23,12.98,287.36,Safe
28.92,73.85,13.4,327.2,Safe
32.15,67.17,13.84,370.53,Critical
36.39,67.98,15.93,516.85,Safe
31.74,61.74,14.31,412.17,Warning
27.97,54.59,12.77,332.25,Safe
23.72,59.81,10.25,267.92,Safe
22.9,62.58,9.57,306.98,Safe
34.34,58.55,12.11,375.4,Warning
24.65,52.65,9.23,246.6,Safe
24.35,72.44,15.79,393.85,Safe
31.48,75.85,16.26,385.73,Warning
23.96,51.99,10.36,218.89,Safe
25.49,54.77,10.67,324.48,Safe
31.82,59.46,9.02,286.15,Safe
38.23,61.37,14.32,438.35,Critical
38.36,51.56,11.18,370.61,Warning
21.9,82.1,17.76,271.75,Critical
35.07,66.01,13.54,388.51,Critical
20.94,61.94,15.29,284.78,Safe
32.82,86.42,19.34,494.93,Critical
22.05,58.96,13.74,231.4,Safe
39.87,84.46,18.24,446.11,Critical
